"par","yhat","K.sce","I.sce","N.sce","outcome"
8.63004252734908,0.958632134847309,0.05,1,1,"R0"
8.80785758445852,0.961541879179346,0.05,1,1,"R0"
8.98567264156795,0.961757271716461,0.05,1,1,"R0"
0.00076453109872133,0.943467997359917,0.05,1,1,"R0"
0.00664187468398784,0.94260649866772,0.05,1,1,"R0"
0.0125192182692544,0.942342073203747,0.05,1,1,"R0"
0.0183965618545209,0.941911065328351,0.05,1,1,"R0"
0.0242739054397874,0.941621872721154,0.05,1,1,"R0"
0.0301512490250539,0.942267783874084,0.05,1,1,"R0"
0.0360285926103204,0.94297051818218,0.05,1,1,"R0"
0.0419059361955869,0.943846877503892,0.05,1,1,"R0"
0.0477832797808534,0.944340472926539,0.05,1,1,"R0"
0.05366062336612,0.944583140116281,0.05,1,1,"R0"
0.0595379669513865,0.944813568845568,0.05,1,1,"R0"
0.065415310536653,0.945080248938064,0.05,1,1,"R0"
0.0712926541219195,0.945513144978764,0.05,1,1,"R0"
0.077169997707186,0.945925641272737,0.05,1,1,"R0"
0.0830473412924525,0.946321599638781,0.05,1,1,"R0"
0.088924684877719,0.947259450367464,0.05,1,1,"R0"
0.0948020284629855,0.947379700237535,0.05,1,1,"R0"
0.100679372048252,0.948070157128801,0.05,1,1,"R0"
0.106556715633519,0.94875503623188,0.05,1,1,"R0"
0.112434059218785,0.949455110252662,0.05,1,1,"R0"
0.118311402804052,0.950707112126968,0.05,1,1,"R0"
0.124188746389318,0.95200089475471,0.05,1,1,"R0"
0.130066089974585,0.953280778566256,0.05,1,1,"R0"
0.135943433559851,0.953236409044822,0.05,1,1,"R0"
0.141820777145118,0.953095545077742,0.05,1,1,"R0"
0.147698120730384,0.953767670551501,0.05,1,1,"R0"
0.153575464315651,0.954041848817519,0.05,1,1,"R0"
0.159452807900917,0.95404880690241,0.05,1,1,"R0"
0.165330151486184,0.953933549730064,0.05,1,1,"R0"
0.17120749507145,0.954025474881857,0.05,1,1,"R0"
0.177084838656717,0.954053904500646,0.05,1,1,"R0"
0.182962182241983,0.954465577609365,0.05,1,1,"R0"
0.18883952582725,0.954528581672462,0.05,1,1,"R0"
0.194716869412516,0.954742911543617,0.05,1,1,"R0"
0.200594212997783,0.954925365142488,0.05,1,1,"R0"
0.206471556583049,0.955459210625483,0.05,1,1,"R0"
0.212348900168316,0.955390536949295,0.05,1,1,"R0"
0.218226243753582,0.9553190339691,0.05,1,1,"R0"
0.224103587338849,0.955231262238073,0.05,1,1,"R0"
0.229980930924115,0.955226084607507,0.05,1,1,"R0"
0.235858274509382,0.955225271749903,0.05,1,1,"R0"
0.241735618094648,0.95521749974102,0.05,1,1,"R0"
0.247612961679915,0.955219934857848,0.05,1,1,"R0"
0.253490305265181,0.955254290082583,0.05,1,1,"R0"
0.259367648850448,0.955254290082583,0.05,1,1,"R0"
0.265244992435714,0.955254290082583,0.05,1,1,"R0"
0.271122336020981,0.955327684058428,0.05,1,1,"R0"
0.276999679606247,0.955327684058428,0.05,1,1,"R0"
0.282877023191514,0.955327684058428,0.05,1,1,"R0"
0.28875436677678,0.955327684058428,0.05,1,1,"R0"
0.294631710362047,0.955327684058428,0.05,1,1,"R0"
0.000125784554509483,0.941338848630397,0.05,1,1,"R0"
0.0017628440693144,0.941014665038125,0.05,1,1,"R0"
0.00339990358411931,0.941488340367883,0.05,1,1,"R0"
0.00503696309892422,0.940647791148523,0.05,1,1,"R0"
0.00667402261372913,0.940771419141488,0.05,1,1,"R0"
0.00831108212853405,0.940919626789288,0.05,1,1,"R0"
0.00994814164333896,0.941262696660718,0.05,1,1,"R0"
0.0115852011581439,0.941867531000473,0.05,1,1,"R0"
0.0132222606729488,0.942135775595,0.05,1,1,"R0"
0.0148593201877537,0.942168050133603,0.05,1,1,"R0"
0.0164963797025586,0.942505398235666,0.05,1,1,"R0"
0.0181334392173635,0.943320983895766,0.05,1,1,"R0"
0.0197704987321684,0.944002341989751,0.05,1,1,"R0"
0.0214075582469733,0.944543413743667,0.05,1,1,"R0"
0.0230446177617783,0.945630960449572,0.05,1,1,"R0"
0.0246816772765832,0.946325870280004,0.05,1,1,"R0"
0.0263187367913881,0.946807237518759,0.05,1,1,"R0"
0.027955796306193,0.947837672478382,0.05,1,1,"R0"
0.0295928558209979,0.949353383715165,0.05,1,1,"R0"
0.0312299153358028,0.950563441504212,0.05,1,1,"R0"
0.0328669748506077,0.952894014343202,0.05,1,1,"R0"
0.0345040343654126,0.954508292568253,0.05,1,1,"R0"
0.0361410938802176,0.956050713908532,0.05,1,1,"R0"
0.0377781533950225,0.95657501237093,0.05,1,1,"R0"
0.0394152129098274,0.956974140492416,0.05,1,1,"R0"
0.0410522724246323,0.957685945466321,0.05,1,1,"R0"
0.0426893319394372,0.958274141180589,0.05,1,1,"R0"
0.0443263914542421,0.959063739372257,0.05,1,1,"R0"
0.045963450969047,0.959868357899709,0.05,1,1,"R0"
0.0476005104838519,0.96036651023883,0.05,1,1,"R0"
0.0492375699986568,0.963051849820691,0.05,1,1,"R0"
0.0508746295134618,0.964306325086828,0.05,1,1,"R0"
0.0525116890282667,0.964640219072237,0.05,1,1,"R0"
0.0541487485430716,0.964809614699048,0.05,1,1,"R0"
0.0557858080578765,0.965428448005468,0.05,1,1,"R0"
0.0574228675726814,0.965461158534265,0.05,1,1,"R0"
0.0590599270874863,0.965587369972474,0.05,1,1,"R0"
0.0606969866022912,0.965566559026623,0.05,1,1,"R0"
0.0623340461170961,0.965602051307982,0.05,1,1,"R0"
0.0639711056319011,0.965602768005774,0.05,1,1,"R0"
0.065608165146706,0.965586972855043,0.05,1,1,"R0"
0.0672452246615109,0.965564286715172,0.05,1,1,"R0"
0.0688822841763158,0.965564286715172,0.05,1,1,"R0"
0.0705193436911207,0.966215364927298,0.05,1,1,"R0"
0.0721564032059256,0.966225658725727,0.05,1,1,"R0"
0.0737934627207305,0.966225658725727,0.05,1,1,"R0"
0.0754305222355354,0.966229852394769,0.05,1,1,"R0"
0.0770675817503404,0.966229852394769,0.05,1,1,"R0"
0.0787046412651453,0.966229852394769,0.05,1,1,"R0"
0.0803417007799502,0.966229852394769,0.05,1,1,"R0"
0.0819787602947551,0.966229852394769,0.05,1,1,"R0"
0.00490627261740596,0.94418312789865,0.05,1,1,"R0"
0.0351001179679776,0.943935484196231,0.05,1,1,"R0"
0.0652939633185493,0.94380406697312,0.05,1,1,"R0"
0.095487808669121,0.94368064377117,0.05,1,1,"R0"
0.125681654019693,0.944016560465529,0.05,1,1,"R0"
0.155875499370264,0.944093229028449,0.05,1,1,"R0"
0.186069344720836,0.944087572034872,0.05,1,1,"R0"
0.216263190071408,0.944276200184531,0.05,1,1,"R0"
0.246457035421979,0.944627315221789,0.05,1,1,"R0"
0.276650880772551,0.944640443906892,0.05,1,1,"R0"
0.306844726123123,0.94487209910825,0.05,1,1,"R0"
0.337038571473694,0.944746729155319,0.05,1,1,"R0"
0.367232416824266,0.944869043730165,0.05,1,1,"R0"
0.397426262174838,0.944965445608003,0.05,1,1,"R0"
0.427620107525409,0.94539145040548,0.05,1,1,"R0"
0.457813952875981,0.945645361070914,0.05,1,1,"R0"
0.488007798226553,0.94608526098236,0.05,1,1,"R0"
0.518201643577125,0.946361172077381,0.05,1,1,"R0"
0.548395488927696,0.946954073953341,0.05,1,1,"R0"
0.578589334278268,0.947021903457,0.05,1,1,"R0"
0.60878317962884,0.94722370564037,0.05,1,1,"R0"
0.638977024979411,0.94779663086418,0.05,1,1,"R0"
0.669170870329983,0.947912712471445,0.05,1,1,"R0"
0.699364715680555,0.948133102991232,0.05,1,1,"R0"
0.729558561031126,0.948589102011576,0.05,1,1,"R0"
0.759752406381698,0.94919715134686,0.05,1,1,"R0"
0.78994625173227,0.949520736101429,0.05,1,1,"R0"
